S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
302,AQM Budhanilkantha,59,42.53,2018-11-28 21:12:04 ( Asia/Katmandu)
303,AQM Budhanilkantha,61,43.94,2018-11-28 21:02:04 ( Asia/Katmandu)
304,AQM Budhanilkantha,62,44.65,2018-11-28 20:52:04 ( Asia/Katmandu)
305,AQM Budhanilkantha,63,45.35,2018-11-28 20:42:04 ( Asia/Katmandu)
306,AQM Budhanilkantha,74,53.1,2018-11-28 20:32:04 ( Asia/Katmandu)
307,AQM Budhanilkantha,64,46.05,2018-11-28 20:22:04 ( Asia/Katmandu)
308,AQM Budhanilkantha,42,30.56,2018-11-28 20:12:04 ( Asia/Katmandu)
309,AQM Budhanilkantha,188,133.37,2018-11-28 20:02:04 ( Asia/Katmandu)
310,AQM Budhanilkantha,164,116.47,2018-11-28 19:52:04 ( Asia/Katmandu)
311,AQM Budhanilkantha,158,112.25,2018-11-28 19:42:04 ( Asia/Katmandu)
312,AQM Budhanilkantha,176,124.92,2018-11-28 19:32:04 ( Asia/Katmandu)
313,AQM Budhanilkantha,182,129.15,2018-11-28 19:22:04 ( Asia/Katmandu)
314,AQM Budhanilkantha,117,83.38,2018-11-28 19:12:04 ( Asia/Katmandu)
315,AQM Budhanilkantha,120,85.49,2018-11-28 19:02:04 ( Asia/Katmandu)
316,AQM Budhanilkantha,78,55.91,2018-11-28 18:52:04 ( Asia/Katmandu)
317,AQM Budhanilkantha,99,70.7,2018-11-28 18:42:04 ( Asia/Katmandu)
318,AQM Budhanilkantha,86,61.55,2018-11-28 18:32:04 ( Asia/Katmandu)
319,AQM Budhanilkantha,93,66.48,2018-11-28 18:22:04 ( Asia/Katmandu)
320,AQM Budhanilkantha,112,79.86,2018-11-28 18:12:04 ( Asia/Katmandu)
321,AQM Budhanilkantha,83,59.43,2018-11-28 18:02:04 ( Asia/Katmandu)
322,AQM Budhanilkantha,79,56.62,2018-11-28 17:52:04 ( Asia/Katmandu)
323,AQM Budhanilkantha,84,60.14,2018-11-28 17:42:04 ( Asia/Katmandu)
324,AQM Budhanilkantha,93,66.48,2018-11-28 17:22:04 ( Asia/Katmandu)
325,AQM Budhanilkantha,82,58.73,2018-11-28 17:12:04 ( Asia/Katmandu)
326,AQM Budhanilkantha,62,44.65,2018-11-28 17:02:04 ( Asia/Katmandu)
327,AQM Budhanilkantha,65,46.76,2018-11-28 16:52:04 ( Asia/Katmandu)
328,AQM Budhanilkantha,56,40.42,2018-11-28 16:42:04 ( Asia/Katmandu)
329,AQM Budhanilkantha,54,39.01,2018-11-28 16:32:04 ( Asia/Katmandu)
330,AQM Budhanilkantha,62,44.65,2018-11-28 16:22:05 ( Asia/Katmandu)
331,AQM Budhanilkantha,59,42.53,2018-11-28 16:12:05 ( Asia/Katmandu)
332,AQM Budhanilkantha,46,33.38,2018-11-28 16:02:05 ( Asia/Katmandu)
333,AQM Budhanilkantha,45,32.68,2018-11-28 15:52:05 ( Asia/Katmandu)
334,AQM Budhanilkantha,49,35.49,2018-11-28 15:42:05 ( Asia/Katmandu)
335,AQM Budhanilkantha,44,31.97,2018-11-28 15:32:05 ( Asia/Katmandu)
336,AQM Budhanilkantha,45,32.68,2018-11-28 15:22:05 ( Asia/Katmandu)
337,AQM Budhanilkantha,47,34.08,2018-11-28 15:12:05 ( Asia/Katmandu)
338,AQM Budhanilkantha,50,36.2,2018-11-28 15:02:05 ( Asia/Katmandu)
339,AQM Budhanilkantha,50,36.2,2018-11-28 14:52:05 ( Asia/Katmandu)
340,AQM Budhanilkantha,57,41.13,2018-11-28 14:42:05 ( Asia/Katmandu)
341,AQM Budhanilkantha,55,39.72,2018-11-28 14:32:05 ( Asia/Katmandu)
342,AQM Budhanilkantha,54,39.01,2018-11-28 14:22:05 ( Asia/Katmandu)
343,AQM Budhanilkantha,50,36.2,2018-11-28 14:12:05 ( Asia/Katmandu)
344,AQM Budhanilkantha,53,38.31,2018-11-28 14:02:05 ( Asia/Katmandu)
345,AQM Budhanilkantha,61,43.94,2018-11-28 13:52:05 ( Asia/Katmandu)
346,AQM Budhanilkantha,43,31.27,2018-11-28 13:42:05 ( Asia/Katmandu)
347,AQM Budhanilkantha,44,31.97,2018-11-28 13:32:05 ( Asia/Katmandu)
348,AQM Budhanilkantha,54,39.01,2018-11-28 13:22:05 ( Asia/Katmandu)
349,AQM Budhanilkantha,72,51.69,2018-11-28 13:12:05 ( Asia/Katmandu)
350,AQM Budhanilkantha,73,52.39,2018-11-28 13:02:05 ( Asia/Katmandu)
351,AQM Budhanilkantha,79,56.62,2018-11-28 12:52:05 ( Asia/Katmandu)
352,AQM Budhanilkantha,78,55.91,2018-11-28 12:42:05 ( Asia/Katmandu)
353,AQM Budhanilkantha,78,55.91,2018-11-28 12:32:05 ( Asia/Katmandu)
354,AQM Budhanilkantha,83,59.43,2018-11-28 12:22:05 ( Asia/Katmandu)
355,AQM Budhanilkantha,92,65.77,2018-11-28 12:12:05 ( Asia/Katmandu)
356,AQM Budhanilkantha,99,70.7,2018-11-28 12:02:05 ( Asia/Katmandu)
357,AQM Budhanilkantha,83,59.43,2018-11-28 11:52:05 ( Asia/Katmandu)
358,AQM Budhanilkantha,84,60.14,2018-11-28 11:42:05 ( Asia/Katmandu)
359,AQM Budhanilkantha,78,55.91,2018-11-28 11:32:05 ( Asia/Katmandu)
360,AQM Budhanilkantha,92,65.77,2018-11-28 11:22:05 ( Asia/Katmandu)
361,AQM Budhanilkantha,94,67.18,2018-11-28 11:12:05 ( Asia/Katmandu)
362,AQM Budhanilkantha,104,74.22,2018-11-28 11:02:05 ( Asia/Katmandu)
363,AQM Budhanilkantha,103,73.52,2018-11-28 10:52:05 ( Asia/Katmandu)
364,AQM Budhanilkantha,101,72.11,2018-11-28 10:42:05 ( Asia/Katmandu)
365,AQM Budhanilkantha,99,70.7,2018-11-28 10:32:05 ( Asia/Katmandu)
366,AQM Budhanilkantha,99,70.7,2018-11-28 10:22:05 ( Asia/Katmandu)
367,AQM Budhanilkantha,112,79.86,2018-11-28 10:12:05 ( Asia/Katmandu)
368,AQM Budhanilkantha,117,83.38,2018-11-28 10:02:05 ( Asia/Katmandu)
369,AQM Budhanilkantha,127,90.42,2018-11-28 09:52:06 ( Asia/Katmandu)
370,AQM Budhanilkantha,112,79.86,2018-11-28 09:42:06 ( Asia/Katmandu)
371,AQM Budhanilkantha,156,110.84,2018-11-28 09:22:06 ( Asia/Katmandu)
372,AQM Budhanilkantha,177,125.63,2018-11-28 09:12:06 ( Asia/Katmandu)
373,AQM Budhanilkantha,151,107.32,2018-11-28 09:02:06 ( Asia/Katmandu)
374,AQM Budhanilkantha,140,99.57,2018-11-28 08:52:06 ( Asia/Katmandu)
375,AQM Budhanilkantha,151,107.32,2018-11-28 08:42:06 ( Asia/Katmandu)
376,AQM Budhanilkantha,157,111.54,2018-11-28 08:32:06 ( Asia/Katmandu)
377,AQM Budhanilkantha,170,120.7,2018-11-28 08:22:06 ( Asia/Katmandu)
378,AQM Budhanilkantha,157,111.54,2018-11-28 08:12:06 ( Asia/Katmandu)
379,AQM Budhanilkantha,103,73.52,2018-11-28 08:02:06 ( Asia/Katmandu)
380,AQM Budhanilkantha,110,78.45,2018-11-28 07:52:06 ( Asia/Katmandu)
381,AQM Budhanilkantha,109,77.74,2018-11-28 07:42:06 ( Asia/Katmandu)
382,AQM Budhanilkantha,106,75.63,2018-11-28 07:32:06 ( Asia/Katmandu)
383,AQM Budhanilkantha,92,65.77,2018-11-28 07:22:06 ( Asia/Katmandu)
384,AQM Budhanilkantha,80,57.32,2018-11-28 07:12:06 ( Asia/Katmandu)
385,AQM Budhanilkantha,74,53.1,2018-11-28 07:02:06 ( Asia/Katmandu)
386,AQM Budhanilkantha,72,51.69,2018-11-28 06:52:06 ( Asia/Katmandu)
387,AQM Budhanilkantha,71,50.98,2018-11-28 06:42:06 ( Asia/Katmandu)
388,AQM Budhanilkantha,64,46.05,2018-11-28 06:32:06 ( Asia/Katmandu)
389,AQM Budhanilkantha,53,38.31,2018-11-28 06:22:06 ( Asia/Katmandu)
390,AQM Budhanilkantha,57,41.13,2018-11-28 06:12:06 ( Asia/Katmandu)
391,AQM Budhanilkantha,54,39.01,2018-11-28 06:02:06 ( Asia/Katmandu)
392,AQM Budhanilkantha,54,39.01,2018-11-28 05:52:06 ( Asia/Katmandu)
393,AQM Budhanilkantha,52,37.6,2018-11-28 05:42:06 ( Asia/Katmandu)
394,AQM Budhanilkantha,46,33.38,2018-11-28 05:32:06 ( Asia/Katmandu)
395,AQM Budhanilkantha,41,29.86,2018-11-28 05:22:06 ( Asia/Katmandu)
396,AQM Budhanilkantha,33,24.23,2018-11-28 05:12:06 ( Asia/Katmandu)
397,AQM Budhanilkantha,36,26.34,2018-11-28 05:02:06 ( Asia/Katmandu)
398,AQM Budhanilkantha,36,26.34,2018-11-28 04:52:06 ( Asia/Katmandu)
399,AQM Budhanilkantha,40,29.15,2018-11-28 04:42:06 ( Asia/Katmandu)
400,AQM Budhanilkantha,38,27.75,2018-11-28 04:32:06 ( Asia/Katmandu)
401,AQM Budhanilkantha,41,29.86,2018-11-28 04:22:06 ( Asia/Katmandu)
402,AQM Budhanilkantha,38,27.75,2018-11-28 04:12:06 ( Asia/Katmandu)
403,AQM Budhanilkantha,39,28.45,2018-11-28 04:02:06 ( Asia/Katmandu)
404,AQM Budhanilkantha,40,29.15,2018-11-28 03:52:06 ( Asia/Katmandu)
405,AQM Budhanilkantha,33,24.23,2018-11-28 03:42:06 ( Asia/Katmandu)
406,AQM Budhanilkantha,41,29.86,2018-11-28 03:32:06 ( Asia/Katmandu)
407,AQM Budhanilkantha,38,27.75,2018-11-28 03:22:06 ( Asia/Katmandu)
408,AQM Budhanilkantha,47,34.08,2018-11-28 03:12:06 ( Asia/Katmandu)
409,AQM Budhanilkantha,47,34.08,2018-11-28 03:02:06 ( Asia/Katmandu)
410,AQM Budhanilkantha,51,36.9,2018-11-28 02:52:06 ( Asia/Katmandu)
411,AQM Budhanilkantha,52,37.6,2018-11-28 02:42:06 ( Asia/Katmandu)
412,AQM Budhanilkantha,52,37.6,2018-11-28 02:32:06 ( Asia/Katmandu)
413,AQM Budhanilkantha,50,36.2,2018-11-28 02:22:06 ( Asia/Katmandu)
414,AQM Budhanilkantha,51,36.9,2018-11-28 02:12:06 ( Asia/Katmandu)
415,AQM Budhanilkantha,41,29.86,2018-11-28 02:02:06 ( Asia/Katmandu)
416,AQM Budhanilkantha,44,31.97,2018-11-28 01:52:06 ( Asia/Katmandu)
417,AQM Budhanilkantha,44,31.97,2018-11-28 01:42:06 ( Asia/Katmandu)
418,AQM Budhanilkantha,36,26.34,2018-11-28 01:32:34 ( Asia/Katmandu)
419,AQM Budhanilkantha,43,31.27,2018-11-28 01:22:06 ( Asia/Katmandu)
420,AQM Budhanilkantha,44,31.97,2018-11-28 01:12:06 ( Asia/Katmandu)
421,AQM Budhanilkantha,46,33.38,2018-11-28 01:02:07 ( Asia/Katmandu)
422,AQM Budhanilkantha,38,27.75,2018-11-28 00:52:07 ( Asia/Katmandu)
423,AQM Budhanilkantha,38,27.75,2018-11-28 00:42:07 ( Asia/Katmandu)
424,AQM Budhanilkantha,42,30.56,2018-11-28 00:32:07 ( Asia/Katmandu)
425,AQM Budhanilkantha,43,31.27,2018-11-28 00:22:07 ( Asia/Katmandu)
426,AQM Budhanilkantha,46,33.38,2018-11-28 00:06:57 ( Asia/Katmandu)
427,AQM Budhanilkantha,48,34.79,2018-11-28 00:01:57 ( Asia/Katmandu)
428,AQM Budhanilkantha,47,34.08,2018-11-27 23:51:57 ( Asia/Katmandu)
429,AQM Budhanilkantha,42,30.56,2018-11-27 23:41:57 ( Asia/Katmandu)
430,AQM Budhanilkantha,43,31.27,2018-11-27 23:31:57 ( Asia/Katmandu)
431,AQM Budhanilkantha,45,32.68,2018-11-27 23:21:57 ( Asia/Katmandu)
432,AQM Budhanilkantha,46,33.38,2018-11-27 23:11:57 ( Asia/Katmandu)
433,AQM Budhanilkantha,45,32.68,2018-11-27 23:01:57 ( Asia/Katmandu)
434,AQM Budhanilkantha,51,36.9,2018-11-27 22:51:57 ( Asia/Katmandu)
435,AQM Budhanilkantha,50,36.2,2018-11-27 22:41:57 ( Asia/Katmandu)
436,AQM Budhanilkantha,52,37.6,2018-11-27 22:31:57 ( Asia/Katmandu)
437,AQM Budhanilkantha,54,39.01,2018-11-27 22:21:57 ( Asia/Katmandu)
438,AQM Budhanilkantha,54,39.01,2018-11-27 22:11:57 ( Asia/Katmandu)
439,AQM Budhanilkantha,50,36.2,2018-11-27 22:01:57 ( Asia/Katmandu)
440,AQM Budhanilkantha,55,39.72,2018-11-27 21:51:57 ( Asia/Katmandu)
441,AQM Budhanilkantha,51,36.9,2018-11-27 21:41:57 ( Asia/Katmandu)
442,AQM Budhanilkantha,58,41.83,2018-11-27 21:31:57 ( Asia/Katmandu)
443,AQM Budhanilkantha,60,43.24,2018-11-27 21:21:57 ( Asia/Katmandu)
444,AQM Budhanilkantha,62,44.65,2018-11-27 21:11:57 ( Asia/Katmandu)
445,AQM Budhanilkantha,63,45.35,2018-11-27 21:01:57 ( Asia/Katmandu)
446,AQM Budhanilkantha,60,43.24,2018-11-27 20:51:57 ( Asia/Katmandu)
447,AQM Budhanilkantha,68,48.87,2018-11-27 20:41:57 ( Asia/Katmandu)
448,AQM Budhanilkantha,71,50.98,2018-11-27 20:31:57 ( Asia/Katmandu)
449,AQM Budhanilkantha,79,56.62,2018-11-27 20:11:57 ( Asia/Katmandu)
450,AQM Budhanilkantha,92,65.77,2018-11-27 20:01:57 ( Asia/Katmandu)
451,AQM Budhanilkantha,93,66.48,2018-11-27 19:51:57 ( Asia/Katmandu)
452,AQM Budhanilkantha,96,68.59,2018-11-27 19:41:57 ( Asia/Katmandu)
453,AQM Budhanilkantha,112,79.86,2018-11-27 19:31:57 ( Asia/Katmandu)
454,AQM Budhanilkantha,129,91.83,2018-11-27 19:21:57 ( Asia/Katmandu)
455,AQM Budhanilkantha,147,104.5,2018-11-27 19:11:58 ( Asia/Katmandu)
456,AQM Budhanilkantha,164,116.47,2018-11-27 18:56:58 ( Asia/Katmandu)
457,AQM Budhanilkantha,175,124.22,2018-11-27 18:51:58 ( Asia/Katmandu)
458,AQM Budhanilkantha,189,134.08,2018-11-27 18:41:58 ( Asia/Katmandu)
459,AQM Budhanilkantha,203,143.94,2018-11-27 18:31:58 ( Asia/Katmandu)
460,AQM Budhanilkantha,250,177.03,2018-11-27 18:21:58 ( Asia/Katmandu)
461,AQM Budhanilkantha,295,208.72,2018-11-27 18:11:58 ( Asia/Katmandu)
462,AQM Budhanilkantha,326,230.55,2018-11-27 18:01:58 ( Asia/Katmandu)
463,AQM Budhanilkantha,318,224.92,2018-11-27 17:51:58 ( Asia/Katmandu)
464,AQM Budhanilkantha,178,126.33,2018-11-27 17:41:58 ( Asia/Katmandu)
465,AQM Budhanilkantha,85,60.84,2018-11-27 17:31:58 ( Asia/Katmandu)
466,AQM Budhanilkantha,80,57.32,2018-11-27 17:21:58 ( Asia/Katmandu)
467,AQM Budhanilkantha,56,40.42,2018-11-27 17:11:58 ( Asia/Katmandu)
468,AQM Budhanilkantha,54,39.01,2018-11-27 17:01:58 ( Asia/Katmandu)
469,AQM Budhanilkantha,57,41.13,2018-11-27 16:51:58 ( Asia/Katmandu)
470,AQM Budhanilkantha,65,46.76,2018-11-27 16:41:58 ( Asia/Katmandu)
471,AQM Budhanilkantha,72,51.69,2018-11-27 16:31:58 ( Asia/Katmandu)
472,AQM Budhanilkantha,63,45.35,2018-11-27 16:21:58 ( Asia/Katmandu)
473,AQM Budhanilkantha,110,78.45,2018-11-27 16:11:58 ( Asia/Katmandu)
474,AQM Budhanilkantha,154,109.43,2018-11-27 16:01:58 ( Asia/Katmandu)
475,AQM Budhanilkantha,165,117.18,2018-11-27 15:51:58 ( Asia/Katmandu)
476,AQM Budhanilkantha,213,150.98,2018-11-27 15:41:58 ( Asia/Katmandu)
477,AQM Budhanilkantha,72,51.69,2018-11-27 15:31:58 ( Asia/Katmandu)
478,AQM Budhanilkantha,64,46.05,2018-11-27 15:21:58 ( Asia/Katmandu)
479,AQM Budhanilkantha,48,34.79,2018-11-27 15:11:58 ( Asia/Katmandu)
480,AQM Budhanilkantha,41,29.86,2018-11-27 15:01:58 ( Asia/Katmandu)
481,AQM Budhanilkantha,43,31.27,2018-11-27 14:55:23 ( Asia/Katmandu)
482,AQM Budhanilkantha,39,28.45,2018-11-27 14:41:58 ( Asia/Katmandu)
483,AQM Budhanilkantha,44,31.97,2018-11-27 14:31:58 ( Asia/Katmandu)
484,AQM Budhanilkantha,50,36.2,2018-11-27 14:21:58 ( Asia/Katmandu)
485,AQM Budhanilkantha,48,34.79,2018-11-27 14:12:33 ( Asia/Katmandu)
486,AQM Budhanilkantha,56,40.42,2018-11-27 13:51:58 ( Asia/Katmandu)
487,AQM Budhanilkantha,49,35.49,2018-11-27 13:41:58 ( Asia/Katmandu)
488,AQM Budhanilkantha,55,39.72,2018-11-27 13:31:59 ( Asia/Katmandu)
489,AQM Budhanilkantha,59,42.53,2018-11-27 13:21:58 ( Asia/Katmandu)
490,AQM Budhanilkantha,60,43.24,2018-11-27 13:11:58 ( Asia/Katmandu)
491,AQM Budhanilkantha,61,43.94,2018-11-27 13:01:58 ( Asia/Katmandu)
492,AQM Budhanilkantha,56,40.42,2018-11-27 12:51:59 ( Asia/Katmandu)
493,AQM Budhanilkantha,58,41.83,2018-11-27 12:43:58 ( Asia/Katmandu)
494,AQM Budhanilkantha,61,43.94,2018-11-27 12:26:58 ( Asia/Katmandu)
495,AQM Budhanilkantha,71,50.98,2018-11-27 12:21:58 ( Asia/Katmandu)
496,AQM Budhanilkantha,72,51.69,2018-11-27 12:11:58 ( Asia/Katmandu)
497,AQM Budhanilkantha,66,47.46,2018-11-27 12:01:59 ( Asia/Katmandu)
498,AQM Budhanilkantha,59,42.53,2018-11-27 11:51:58 ( Asia/Katmandu)
499,AQM Budhanilkantha,70,50.28,2018-11-27 11:41:59 ( Asia/Katmandu)
500,AQM Budhanilkantha,64,46.05,2018-11-27 11:31:59 ( Asia/Katmandu)
501,AQM Budhanilkantha,75,53.8,2018-11-27 11:23:29 ( Asia/Katmandu)
502,AQM Budhanilkantha,79,56.62,2018-11-27 11:11:58 ( Asia/Katmandu)
503,AQM Budhanilkantha,92,65.77,2018-11-27 11:01:59 ( Asia/Katmandu)
504,AQM Budhanilkantha,79,56.62,2018-11-27 10:51:59 ( Asia/Katmandu)
505,AQM Budhanilkantha,82,58.73,2018-11-27 10:41:59 ( Asia/Katmandu)
506,AQM Budhanilkantha,87,62.25,2018-11-27 10:31:59 ( Asia/Katmandu)
507,AQM Budhanilkantha,90,64.36,2018-11-27 10:12:01 ( Asia/Katmandu)
508,AQM Budhanilkantha,103,73.52,2018-11-27 10:01:59 ( Asia/Katmandu)
509,AQM Budhanilkantha,113,80.56,2018-11-27 09:51:59 ( Asia/Katmandu)
510,AQM Budhanilkantha,113,80.56,2018-11-27 09:41:59 ( Asia/Katmandu)
511,AQM Budhanilkantha,159,112.95,2018-11-27 09:31:59 ( Asia/Katmandu)
512,AQM Budhanilkantha,101,72.11,2018-11-27 09:21:59 ( Asia/Katmandu)
513,AQM Budhanilkantha,113,80.56,2018-11-27 09:11:59 ( Asia/Katmandu)
514,AQM Budhanilkantha,111,79.15,2018-11-27 09:01:59 ( Asia/Katmandu)
515,AQM Budhanilkantha,139,98.87,2018-11-27 08:51:59 ( Asia/Katmandu)
516,AQM Budhanilkantha,169,119.99,2018-11-27 08:41:59 ( Asia/Katmandu)
517,AQM Budhanilkantha,178,126.33,2018-11-27 08:31:59 ( Asia/Katmandu)
518,AQM Budhanilkantha,109,77.74,2018-11-27 08:21:59 ( Asia/Katmandu)
519,AQM Budhanilkantha,111,79.15,2018-11-27 08:11:59 ( Asia/Katmandu)
520,AQM Budhanilkantha,111,79.15,2018-11-27 08:01:59 ( Asia/Katmandu)
521,AQM Budhanilkantha,113,80.56,2018-11-27 07:51:59 ( Asia/Katmandu)
522,AQM Budhanilkantha,75,53.8,2018-11-27 07:41:59 ( Asia/Katmandu)
523,AQM Budhanilkantha,75,53.8,2018-11-27 07:31:59 ( Asia/Katmandu)
524,AQM Budhanilkantha,71,50.98,2018-11-27 07:23:40 ( Asia/Katmandu)
525,AQM Budhanilkantha,66,47.46,2018-11-27 07:11:59 ( Asia/Katmandu)
526,AQM Budhanilkantha,71,50.98,2018-11-27 07:01:59 ( Asia/Katmandu)
527,AQM Budhanilkantha,83,59.43,2018-11-27 06:51:59 ( Asia/Katmandu)
528,AQM Budhanilkantha,79,56.62,2018-11-27 06:41:59 ( Asia/Katmandu)
529,AQM Budhanilkantha,74,53.1,2018-11-27 06:31:59 ( Asia/Katmandu)
530,AQM Budhanilkantha,62,44.65,2018-11-27 06:21:59 ( Asia/Katmandu)
531,AQM Budhanilkantha,54,39.01,2018-11-27 06:11:59 ( Asia/Katmandu)
532,AQM Budhanilkantha,52,37.6,2018-11-27 06:01:59 ( Asia/Katmandu)
533,AQM Budhanilkantha,48,34.79,2018-11-27 05:51:59 ( Asia/Katmandu)
534,AQM Budhanilkantha,48,34.79,2018-11-27 05:41:59 ( Asia/Katmandu)
535,AQM Budhanilkantha,59,42.53,2018-11-27 05:31:59 ( Asia/Katmandu)
536,AQM Budhanilkantha,57,41.13,2018-11-27 05:21:59 ( Asia/Katmandu)
537,AQM Budhanilkantha,61,43.94,2018-11-27 05:11:59 ( Asia/Katmandu)
538,AQM Budhanilkantha,61,43.94,2018-11-27 05:02:00 ( Asia/Katmandu)
539,AQM Budhanilkantha,64,46.05,2018-11-27 04:52:00 ( Asia/Katmandu)
540,AQM Budhanilkantha,39,28.45,2018-11-27 04:42:00 ( Asia/Katmandu)
541,AQM Budhanilkantha,37,27.04,2018-11-27 04:32:00 ( Asia/Katmandu)
542,AQM Budhanilkantha,47,34.08,2018-11-27 04:22:00 ( Asia/Katmandu)
543,AQM Budhanilkantha,43,31.27,2018-11-27 04:12:00 ( Asia/Katmandu)
544,AQM Budhanilkantha,45,32.68,2018-11-27 04:02:00 ( Asia/Katmandu)
545,AQM Budhanilkantha,43,31.27,2018-11-27 03:52:00 ( Asia/Katmandu)
546,AQM Budhanilkantha,40,29.15,2018-11-27 03:42:00 ( Asia/Katmandu)
547,AQM Budhanilkantha,43,31.27,2018-11-27 03:32:00 ( Asia/Katmandu)
548,AQM Budhanilkantha,41,29.86,2018-11-27 03:22:00 ( Asia/Katmandu)
549,AQM Budhanilkantha,36,26.34,2018-11-27 03:12:00 ( Asia/Katmandu)
550,AQM Budhanilkantha,33,24.23,2018-11-27 03:02:00 ( Asia/Katmandu)
551,AQM Budhanilkantha,33,24.23,2018-11-27 02:52:00 ( Asia/Katmandu)
552,AQM Budhanilkantha,35,25.63,2018-11-27 02:42:00 ( Asia/Katmandu)
553,AQM Budhanilkantha,33,24.23,2018-11-27 02:32:00 ( Asia/Katmandu)
554,AQM Budhanilkantha,38,27.75,2018-11-27 02:22:00 ( Asia/Katmandu)
555,AQM Budhanilkantha,32,23.52,2018-11-27 02:12:00 ( Asia/Katmandu)
556,AQM Budhanilkantha,38,27.75,2018-11-27 02:02:00 ( Asia/Katmandu)
557,AQM Budhanilkantha,33,24.23,2018-11-27 01:52:00 ( Asia/Katmandu)
558,AQM Budhanilkantha,33,24.23,2018-11-27 01:42:00 ( Asia/Katmandu)
559,AQM Budhanilkantha,39,28.45,2018-11-27 01:32:00 ( Asia/Katmandu)
560,AQM Budhanilkantha,32,23.52,2018-11-27 01:22:00 ( Asia/Katmandu)
561,AQM Budhanilkantha,37,27.04,2018-11-27 01:12:00 ( Asia/Katmandu)
562,AQM Budhanilkantha,38,27.75,2018-11-27 01:02:00 ( Asia/Katmandu)
563,AQM Budhanilkantha,37,27.04,2018-11-27 00:52:00 ( Asia/Katmandu)
564,AQM Budhanilkantha,36,26.34,2018-11-27 00:42:00 ( Asia/Katmandu)
565,AQM Budhanilkantha,37,27.04,2018-11-27 00:32:00 ( Asia/Katmandu)
566,AQM Budhanilkantha,35,25.63,2018-11-27 00:22:00 ( Asia/Katmandu)
567,AQM Budhanilkantha,35,25.63,2018-11-27 00:12:00 ( Asia/Katmandu)
568,AQM Budhanilkantha,32,23.52,2018-11-27 00:02:00 ( Asia/Katmandu)
569,AQM Budhanilkantha,35,25.63,2018-11-26 23:52:01 ( Asia/Katmandu)
570,AQM Budhanilkantha,38,27.75,2018-11-26 23:42:00 ( Asia/Katmandu)
571,AQM Budhanilkantha,35,25.63,2018-11-26 23:32:00 ( Asia/Katmandu)
572,AQM Budhanilkantha,34,24.93,2018-11-26 23:22:00 ( Asia/Katmandu)
573,AQM Budhanilkantha,34,24.93,2018-11-26 23:12:00 ( Asia/Katmandu)
574,AQM Budhanilkantha,35,25.63,2018-11-26 23:02:01 ( Asia/Katmandu)
575,AQM Budhanilkantha,37,27.04,2018-11-26 22:52:00 ( Asia/Katmandu)
576,AQM Budhanilkantha,40,29.15,2018-11-26 22:42:01 ( Asia/Katmandu)
577,AQM Budhanilkantha,37,27.04,2018-11-26 22:32:01 ( Asia/Katmandu)
578,AQM Budhanilkantha,35,25.63,2018-11-26 22:22:01 ( Asia/Katmandu)
579,AQM Budhanilkantha,38,27.75,2018-11-26 22:12:01 ( Asia/Katmandu)
580,AQM Budhanilkantha,39,28.45,2018-11-26 22:02:01 ( Asia/Katmandu)
581,AQM Budhanilkantha,44,31.97,2018-11-26 21:52:01 ( Asia/Katmandu)
582,AQM Budhanilkantha,38,27.75,2018-11-26 21:42:01 ( Asia/Katmandu)
583,AQM Budhanilkantha,42,30.56,2018-11-26 21:32:01 ( Asia/Katmandu)
584,AQM Budhanilkantha,49,35.49,2018-11-26 21:22:02 ( Asia/Katmandu)
585,AQM Budhanilkantha,51,36.9,2018-11-26 21:12:01 ( Asia/Katmandu)
586,AQM Budhanilkantha,47,34.08,2018-11-26 21:02:01 ( Asia/Katmandu)
587,AQM Budhanilkantha,46,33.38,2018-11-26 20:52:01 ( Asia/Katmandu)
588,AQM Budhanilkantha,58,41.83,2018-11-26 20:42:01 ( Asia/Katmandu)
589,AQM Budhanilkantha,53,38.31,2018-11-26 20:32:01 ( Asia/Katmandu)
590,AQM Budhanilkantha,60,43.24,2018-11-26 20:22:01 ( Asia/Katmandu)
591,AQM Budhanilkantha,56,40.42,2018-11-26 20:12:03 ( Asia/Katmandu)
592,AQM Budhanilkantha,53,38.31,2018-11-26 20:02:03 ( Asia/Katmandu)
593,AQM Budhanilkantha,52,37.6,2018-11-26 19:52:01 ( Asia/Katmandu)
594,AQM Budhanilkantha,56,40.42,2018-11-26 19:42:01 ( Asia/Katmandu)
595,AQM Budhanilkantha,51,36.9,2018-11-26 19:32:03 ( Asia/Katmandu)
596,AQM Budhanilkantha,65,46.76,2018-11-26 19:22:01 ( Asia/Katmandu)
597,AQM Budhanilkantha,76,54.5,2018-11-26 19:12:01 ( Asia/Katmandu)
598,AQM Budhanilkantha,69,49.58,2018-11-26 19:02:01 ( Asia/Katmandu)
599,AQM Budhanilkantha,57,41.13,2018-11-26 18:52:01 ( Asia/Katmandu)
600,AQM Budhanilkantha,76,54.5,2018-11-26 18:42:01 ( Asia/Katmandu)
601,AQM Budhanilkantha,61,43.94,2018-11-26 18:32:01 ( Asia/Katmandu)
602,AQM Budhanilkantha,60,43.24,2018-11-26 18:22:01 ( Asia/Katmandu)
603,AQM Budhanilkantha,60,43.24,2018-11-26 18:12:01 ( Asia/Katmandu)
604,AQM Budhanilkantha,60,43.24,2018-11-26 18:02:01 ( Asia/Katmandu)
