S.N,Device,PM 2.5,Calibrated PM 2.5,Date Time
424,AQM Budhanilkantha,22,16.48,07/28/17 03:21 PM
425,AQM Budhanilkantha,18,13.66,07/28/17 03:11 PM
426,AQM Budhanilkantha,13,10.14,07/28/17 03:06 PM
427,AQM Budhanilkantha,20,15.07,07/28/17 02:51 PM
428,AQM Budhanilkantha,16,12.25,07/28/17 02:45 PM
429,AQM Budhanilkantha,17,12.96,07/28/17 02:31 PM
430,AQM Budhanilkantha,12,9.44,07/28/17 02:21 PM
431,AQM Budhanilkantha,19,14.37,07/28/17 02:11 PM
432,AQM Budhanilkantha,12,9.44,07/28/17 02:01 PM
433,AQM Budhanilkantha,13,10.14,07/28/17 01:51 PM
434,AQM Budhanilkantha,17,12.96,07/28/17 01:41 PM
435,AQM Budhanilkantha,14,10.85,07/28/17 01:31 PM
436,AQM Budhanilkantha,17,12.96,07/28/17 01:21 PM
437,AQM Budhanilkantha,12,9.44,07/28/17 01:11 PM
438,AQM Budhanilkantha,13,10.14,07/28/17 12:58 PM
439,AQM Budhanilkantha,13,10.14,07/28/17 12:51 PM
440,AQM Budhanilkantha,12,9.44,07/28/17 12:41 PM
441,AQM Budhanilkantha,12,9.44,07/28/17 12:31 PM
442,AQM Budhanilkantha,13,10.14,07/28/17 12:21 PM
443,AQM Budhanilkantha,12,9.44,07/28/17 12:11 PM
444,AQM Budhanilkantha,18,13.66,07/28/17 12:01 PM
445,AQM Budhanilkantha,15,11.55,07/28/17 11:51 AM
446,AQM Budhanilkantha,15,11.55,07/28/17 11:41 AM
447,AQM Budhanilkantha,14,10.85,07/28/17 11:31 AM
448,AQM Budhanilkantha,13,10.14,07/28/17 11:21 AM
449,AQM Budhanilkantha,14,10.85,07/28/17 11:11 AM
450,AQM Budhanilkantha,13,10.14,07/28/17 11:01 AM
451,AQM Budhanilkantha,14,10.85,07/28/17 10:51 AM
452,AQM Budhanilkantha,13,10.14,07/28/17 10:41 AM
453,AQM Budhanilkantha,15,11.55,07/28/17 10:31 AM
454,AQM Budhanilkantha,13,10.14,07/28/17 10:21 AM
455,AQM Budhanilkantha,16,12.25,07/28/17 10:11 AM
456,AQM Budhanilkantha,16,12.25,07/28/17 10:01 AM
457,AQM Budhanilkantha,21,15.78,07/28/17 09:51 AM
458,AQM Budhanilkantha,18,13.66,07/28/17 09:41 AM
459,AQM Budhanilkantha,25,18.59,07/28/17 09:26 AM
460,AQM Budhanilkantha,21,15.78,07/28/17 09:21 AM
461,AQM Budhanilkantha,21,15.78,07/28/17 09:11 AM
462,AQM Budhanilkantha,23,17.18,07/28/17 09:01 AM
463,AQM Budhanilkantha,25,18.59,07/28/17 08:51 AM
464,AQM Budhanilkantha,39,28.45,07/28/17 08:41 AM
465,AQM Budhanilkantha,41,29.86,07/28/17 08:31 AM
466,AQM Budhanilkantha,95,67.88,07/28/17 08:21 AM
467,AQM Budhanilkantha,20,15.07,07/28/17 08:11 AM
468,AQM Budhanilkantha,21,15.78,07/28/17 08:01 AM
469,AQM Budhanilkantha,24,17.89,07/28/17 07:51 AM
470,AQM Budhanilkantha,26,19.3,07/28/17 07:41 AM
471,AQM Budhanilkantha,26,19.3,07/28/17 07:31 AM
472,AQM Budhanilkantha,20,15.07,07/28/17 07:21 AM
473,AQM Budhanilkantha,22,16.48,07/28/17 07:11 AM
474,AQM Budhanilkantha,16,12.25,07/28/17 07:01 AM
475,AQM Budhanilkantha,26,19.3,07/28/17 06:51 AM
476,AQM Budhanilkantha,22,16.48,07/28/17 06:41 AM
477,AQM Budhanilkantha,26,19.3,07/28/17 06:31 AM
478,AQM Budhanilkantha,21,15.78,07/28/17 06:21 AM
479,AQM Budhanilkantha,16,12.25,07/28/17 06:11 AM
480,AQM Budhanilkantha,19,14.37,07/28/17 06:01 AM
481,AQM Budhanilkantha,16,12.25,07/28/17 05:51 AM
482,AQM Budhanilkantha,21,15.78,07/28/17 05:41 AM
483,AQM Budhanilkantha,24,17.89,07/28/17 05:31 AM
484,AQM Budhanilkantha,15,11.55,07/28/17 05:21 AM
485,AQM Budhanilkantha,11,8.73,07/28/17 05:11 AM
486,AQM Budhanilkantha,13,10.14,07/28/17 05:01 AM
487,AQM Budhanilkantha,16,12.25,07/28/17 04:51 AM
488,AQM Budhanilkantha,12,9.44,07/28/17 04:41 AM
489,AQM Budhanilkantha,10,8.03,07/28/17 04:31 AM
490,AQM Budhanilkantha,13,10.14,07/28/17 04:21 AM
491,AQM Budhanilkantha,16,12.25,07/28/17 04:11 AM
492,AQM Budhanilkantha,15,11.55,07/28/17 04:01 AM
493,AQM Budhanilkantha,12,9.44,07/28/17 03:51 AM
494,AQM Budhanilkantha,12,9.44,07/28/17 03:41 AM
495,AQM Budhanilkantha,15,11.55,07/28/17 03:31 AM
496,AQM Budhanilkantha,14,10.85,07/28/17 03:21 AM
497,AQM Budhanilkantha,14,10.85,07/28/17 03:11 AM
498,AQM Budhanilkantha,11,8.73,07/28/17 03:01 AM
499,AQM Budhanilkantha,11,8.73,07/28/17 02:51 AM
500,AQM Budhanilkantha,12,9.44,07/28/17 02:41 AM
501,AQM Budhanilkantha,13,10.14,07/28/17 02:31 AM
502,AQM Budhanilkantha,13,10.14,07/28/17 02:23 AM
503,AQM Budhanilkantha,11,8.73,07/28/17 02:11 AM
504,AQM Budhanilkantha,12,9.44,07/28/17 02:01 AM
505,AQM Budhanilkantha,14,10.85,07/28/17 01:52 AM
506,AQM Budhanilkantha,14,10.85,07/28/17 01:42 AM
507,AQM Budhanilkantha,18,13.66,07/28/17 01:31 AM
508,AQM Budhanilkantha,16,12.25,07/28/17 01:21 AM
509,AQM Budhanilkantha,18,13.66,07/28/17 01:11 AM
510,AQM Budhanilkantha,15,11.55,07/28/17 01:03 AM
511,AQM Budhanilkantha,18,13.66,07/28/17 12:51 AM
512,AQM Budhanilkantha,15,11.55,07/28/17 12:41 AM
513,AQM Budhanilkantha,13,10.14,07/28/17 12:31 AM
514,AQM Budhanilkantha,16,12.25,07/28/17 12:21 AM
515,AQM Budhanilkantha,14,10.85,07/28/17 12:11 AM
516,AQM Budhanilkantha,15,11.55,07/28/17 12:01 AM
517,AQM Budhanilkantha,15,11.55,07/27/17 11:51 PM
518,AQM Budhanilkantha,15,11.55,07/27/17 11:41 PM
519,AQM Budhanilkantha,12,9.44,07/27/17 11:31 PM
520,AQM Budhanilkantha,17,12.96,07/27/17 11:21 PM
521,AQM Budhanilkantha,14,10.85,07/27/17 11:11 PM
522,AQM Budhanilkantha,17,12.96,07/27/17 11:01 PM
523,AQM Budhanilkantha,17,12.96,07/27/17 10:51 PM
524,AQM Budhanilkantha,15,11.55,07/27/17 10:41 PM
525,AQM Budhanilkantha,18,13.66,07/27/17 10:31 PM
526,AQM Budhanilkantha,18,13.66,07/27/17 10:21 PM
527,AQM Budhanilkantha,17,12.96,07/27/17 10:11 PM
528,AQM Budhanilkantha,18,13.66,07/27/17 10:01 PM
529,AQM Budhanilkantha,17,12.96,07/27/17 09:51 PM
530,AQM Budhanilkantha,17,12.96,07/27/17 09:41 PM
531,AQM Budhanilkantha,15,11.55,07/27/17 09:31 PM
532,AQM Budhanilkantha,17,12.96,07/27/17 09:21 PM
533,AQM Budhanilkantha,15,11.55,07/27/17 09:11 PM
534,AQM Budhanilkantha,20,15.07,07/27/17 09:01 PM
535,AQM Budhanilkantha,17,12.96,07/27/17 08:51 PM
536,AQM Budhanilkantha,19,14.37,07/27/17 08:41 PM
537,AQM Budhanilkantha,17,12.96,07/27/17 08:31 PM
538,AQM Budhanilkantha,22,16.48,07/27/17 08:21 PM
539,AQM Budhanilkantha,49,35.49,07/27/17 08:11 PM
540,AQM Budhanilkantha,33,24.23,07/27/17 08:01 PM
541,AQM Budhanilkantha,18,13.66,07/27/17 07:47 PM
542,AQM Budhanilkantha,13,10.14,07/27/17 07:41 PM
543,AQM Budhanilkantha,17,12.96,07/27/17 07:31 PM
544,AQM Budhanilkantha,17,12.96,07/27/17 07:21 PM
545,AQM Budhanilkantha,12,9.44,07/27/17 06:51 PM
546,AQM Budhanilkantha,12,9.44,07/27/17 06:41 PM
547,AQM Budhanilkantha,9,7.32,07/27/17 06:31 PM
548,AQM Budhanilkantha,13,10.14,07/27/17 06:21 PM
549,AQM Budhanilkantha,16,12.25,07/27/17 06:11 PM
550,AQM Budhanilkantha,12,9.44,07/27/17 06:01 PM
551,AQM Budhanilkantha,10,8.03,07/27/17 05:51 PM
552,AQM Budhanilkantha,8,6.62,07/27/17 05:41 PM
553,AQM Budhanilkantha,12,9.44,07/27/17 05:31 PM
554,AQM Budhanilkantha,10,8.03,07/27/17 05:21 PM
555,AQM Budhanilkantha,12,9.44,07/27/17 05:11 PM
556,AQM Budhanilkantha,12,9.44,07/27/17 05:01 PM
557,AQM Budhanilkantha,7,5.92,07/27/17 04:51 PM
558,AQM Budhanilkantha,7,5.92,07/27/17 04:41 PM
559,AQM Budhanilkantha,9,7.32,07/27/17 04:31 PM
560,AQM Budhanilkantha,9,7.32,07/27/17 04:21 PM
561,AQM Budhanilkantha,9,7.32,07/27/17 04:11 PM
562,AQM Budhanilkantha,6,5.21,07/27/17 04:01 PM
563,AQM Budhanilkantha,3,3.1,07/27/17 03:51 PM
564,AQM Budhanilkantha,3,3.1,07/27/17 03:41 PM
565,AQM Budhanilkantha,3,3.1,07/27/17 03:31 PM
566,AQM Budhanilkantha,3,3.1,07/27/17 03:21 PM
567,AQM Budhanilkantha,3,3.1,07/27/17 03:11 PM
568,AQM Budhanilkantha,3,3.1,07/27/17 03:01 PM
569,AQM Budhanilkantha,4,3.8,07/27/17 02:51 PM
570,AQM Budhanilkantha,6,5.21,07/27/17 02:41 PM
571,AQM Budhanilkantha,6,5.21,07/27/17 02:31 PM
572,AQM Budhanilkantha,6,5.21,07/27/17 02:21 PM
573,AQM Budhanilkantha,1,1.69,07/27/17 02:11 PM
574,AQM Budhanilkantha,3,3.1,07/27/17 02:01 PM
575,AQM Budhanilkantha,1,1.69,07/27/17 01:51 PM
576,AQM Budhanilkantha,4,3.8,07/27/17 01:41 PM
577,AQM Budhanilkantha,6,5.21,07/27/17 01:31 PM
578,AQM Budhanilkantha,3,3.1,07/27/17 01:21 PM
579,AQM Budhanilkantha,3,3.1,07/27/17 01:11 PM
580,AQM Budhanilkantha,4,3.8,07/27/17 01:01 PM
581,AQM Budhanilkantha,6,5.21,07/27/17 11:51 AM
582,AQM Budhanilkantha,4,3.8,07/27/17 11:41 AM
583,AQM Budhanilkantha,3,3.1,07/27/17 11:31 AM
584,AQM Budhanilkantha,6,5.21,07/27/17 11:21 AM
585,AQM Budhanilkantha,4,3.8,07/27/17 11:11 AM
586,AQM Budhanilkantha,6,5.21,07/27/17 11:01 AM
587,AQM Budhanilkantha,4,3.8,07/27/17 10:51 AM
588,AQM Budhanilkantha,7,5.92,07/27/17 10:41 AM
589,AQM Budhanilkantha,4,3.8,07/27/17 10:31 AM
590,AQM Budhanilkantha,6,5.21,07/27/17 10:21 AM
591,AQM Budhanilkantha,7,5.92,07/27/17 10:11 AM
592,AQM Budhanilkantha,8,6.62,07/27/17 10:01 AM
593,AQM Budhanilkantha,7,5.92,07/27/17 09:51 AM
594,AQM Budhanilkantha,7,5.92,07/27/17 09:41 AM
595,AQM Budhanilkantha,9,7.32,07/27/17 09:31 AM
596,AQM Budhanilkantha,9,7.32,07/27/17 09:21 AM
597,AQM Budhanilkantha,10,8.03,07/27/17 09:11 AM
598,AQM Budhanilkantha,11,8.73,07/27/17 09:01 AM
599,AQM Budhanilkantha,13,10.14,07/27/17 08:51 AM
600,AQM Budhanilkantha,15,11.55,07/27/17 08:41 AM
601,AQM Budhanilkantha,14,10.85,07/27/17 08:31 AM
602,AQM Budhanilkantha,24,17.89,07/27/17 08:21 AM
603,AQM Budhanilkantha,19,14.37,07/27/17 08:11 AM
604,AQM Budhanilkantha,35,25.63,07/27/17 08:01 AM
605,AQM Budhanilkantha,26,19.3,07/27/17 07:51 AM
606,AQM Budhanilkantha,26,19.3,07/27/17 07:41 AM
607,AQM Budhanilkantha,25,18.59,07/27/17 07:31 AM
608,AQM Budhanilkantha,24,17.89,07/27/17 07:21 AM
609,AQM Budhanilkantha,32,23.52,07/27/17 07:11 AM
610,AQM Budhanilkantha,28,20.7,07/27/17 07:01 AM
611,AQM Budhanilkantha,26,19.3,07/27/17 06:51 AM
612,AQM Budhanilkantha,26,19.3,07/27/17 06:41 AM
613,AQM Budhanilkantha,22,16.48,07/27/17 06:31 AM
614,AQM Budhanilkantha,19,14.37,07/27/17 06:21 AM
615,AQM Budhanilkantha,16,12.25,07/27/17 06:11 AM
616,AQM Budhanilkantha,24,17.89,07/27/17 06:01 AM
617,AQM Budhanilkantha,20,15.07,07/27/17 05:51 AM
618,AQM Budhanilkantha,19,14.37,07/27/17 05:41 AM
619,AQM Budhanilkantha,19,14.37,07/27/17 05:31 AM
620,AQM Budhanilkantha,13,10.14,07/27/17 05:21 AM
621,AQM Budhanilkantha,12,9.44,07/27/17 05:11 AM
622,AQM Budhanilkantha,12,9.44,07/27/17 05:01 AM
623,AQM Budhanilkantha,10,8.03,07/27/17 04:51 AM
624,AQM Budhanilkantha,11,8.73,07/27/17 04:41 AM
625,AQM Budhanilkantha,9,7.32,07/27/17 04:31 AM
626,AQM Budhanilkantha,7,5.92,07/27/17 04:21 AM
627,AQM Budhanilkantha,7,5.92,07/27/17 04:11 AM
628,AQM Budhanilkantha,9,7.32,07/27/17 04:01 AM
629,AQM Budhanilkantha,9,7.32,07/27/17 03:51 AM
630,AQM Budhanilkantha,6,5.21,07/27/17 03:41 AM
631,AQM Budhanilkantha,10,8.03,07/27/17 03:31 AM
632,AQM Budhanilkantha,8,6.62,07/27/17 03:21 AM
633,AQM Budhanilkantha,6,5.21,07/27/17 03:11 AM
634,AQM Budhanilkantha,6,5.21,07/27/17 03:01 AM
635,AQM Budhanilkantha,6,5.21,07/27/17 02:51 AM
636,AQM Budhanilkantha,6,5.21,07/27/17 02:41 AM
637,AQM Budhanilkantha,4,3.8,07/27/17 02:31 AM
638,AQM Budhanilkantha,6,5.21,07/27/17 02:21 AM
639,AQM Budhanilkantha,1,1.69,07/27/17 02:11 AM
640,AQM Budhanilkantha,3,3.1,07/27/17 02:01 AM
641,AQM Budhanilkantha,4,3.8,07/27/17 01:51 AM
642,AQM Budhanilkantha,4,3.8,07/27/17 01:41 AM
643,AQM Budhanilkantha,4,3.8,07/27/17 01:31 AM
644,AQM Budhanilkantha,3,3.1,07/27/17 01:21 AM
645,AQM Budhanilkantha,3,3.1,07/27/17 01:11 AM
646,AQM Budhanilkantha,6,5.21,07/27/17 01:01 AM
647,AQM Budhanilkantha,3,3.1,07/27/17 12:51 AM
648,AQM Budhanilkantha,3,3.1,07/27/17 12:41 AM
649,AQM Budhanilkantha,6,5.21,07/27/17 12:31 AM
650,AQM Budhanilkantha,3,3.1,07/27/17 12:21 AM
651,AQM Budhanilkantha,4,3.8,07/27/17 12:11 AM
652,AQM Budhanilkantha,4,3.8,07/27/17 12:01 AM
653,AQM Budhanilkantha,4,3.8,07/26/17 11:51 PM
654,AQM Budhanilkantha,1,1.69,07/26/17 11:41 PM
655,AQM Budhanilkantha,1,1.69,07/26/17 11:31 PM
656,AQM Budhanilkantha,3,3.1,07/26/17 11:21 PM
657,AQM Budhanilkantha,4,3.8,07/26/17 11:11 PM
658,AQM Budhanilkantha,8,6.62,07/26/17 11:01 PM
659,AQM Budhanilkantha,7,5.92,07/26/17 10:51 PM
660,AQM Budhanilkantha,11,8.73,07/26/17 10:41 PM
661,AQM Budhanilkantha,8,6.62,07/26/17 10:31 PM
662,AQM Budhanilkantha,8,6.62,07/26/17 10:21 PM
663,AQM Budhanilkantha,12,9.44,07/26/17 10:11 PM
664,AQM Budhanilkantha,11,8.73,07/26/17 10:01 PM
665,AQM Budhanilkantha,9,7.32,07/26/17 09:51 PM
666,AQM Budhanilkantha,9,7.32,07/26/17 09:41 PM
667,AQM Budhanilkantha,3,3.1,07/26/17 09:31 PM
668,AQM Budhanilkantha,4,3.8,07/26/17 09:21 PM
669,AQM Budhanilkantha,6,5.21,07/26/17 09:11 PM
670,AQM Budhanilkantha,9,7.32,07/26/17 09:01 PM
671,AQM Budhanilkantha,14,10.85,07/26/17 08:51 PM
672,AQM Budhanilkantha,14,10.85,07/26/17 08:41 PM
673,AQM Budhanilkantha,9,7.32,07/26/17 08:31 PM
674,AQM Budhanilkantha,8,6.62,07/26/17 08:21 PM
675,AQM Budhanilkantha,8,6.62,07/26/17 08:11 PM
676,AQM Budhanilkantha,7,5.92,07/26/17 08:01 PM
677,AQM Budhanilkantha,7,5.92,07/26/17 07:51 PM
678,AQM Budhanilkantha,8,6.62,07/26/17 07:41 PM
679,AQM Budhanilkantha,9,7.32,07/26/17 07:31 PM
680,AQM Budhanilkantha,6,5.21,07/26/17 07:21 PM
681,AQM Budhanilkantha,9,7.32,07/26/17 07:11 PM
682,AQM Budhanilkantha,7,5.92,07/26/17 07:01 PM
683,AQM Budhanilkantha,1,1.69,07/26/17 06:51 PM
684,AQM Budhanilkantha,1,1.69,07/26/17 06:41 PM
685,AQM Budhanilkantha,1,1.69,07/26/17 06:31 PM
686,AQM Budhanilkantha,,0.99,07/26/17 06:21 PM
687,AQM Budhanilkantha,4,3.8,07/26/17 06:11 PM
688,AQM Budhanilkantha,1,1.69,07/26/17 06:01 PM
689,AQM Budhanilkantha,,0.99,07/26/17 05:51 PM
690,AQM Budhanilkantha,4,3.8,07/26/17 05:41 PM
691,AQM Budhanilkantha,,0.99,07/26/17 05:31 PM
692,AQM Budhanilkantha,1,1.69,07/26/17 05:21 PM
693,AQM Budhanilkantha,,0.99,07/26/17 05:11 PM
694,AQM Budhanilkantha,1,1.69,07/26/17 05:01 PM
695,AQM Budhanilkantha,6,5.21,07/26/17 04:51 PM
696,AQM Budhanilkantha,4,3.8,07/26/17 04:41 PM
697,AQM Budhanilkantha,7,5.92,07/26/17 04:31 PM
698,AQM Budhanilkantha,10,8.03,07/26/17 04:21 PM
699,AQM Budhanilkantha,1,1.69,07/26/17 04:11 PM
700,AQM Budhanilkantha,3,3.1,07/26/17 04:01 PM
701,AQM Budhanilkantha,3,3.1,07/26/17 03:51 PM
702,AQM Budhanilkantha,,0.99,07/26/17 03:41 PM
703,AQM Budhanilkantha,1,1.69,07/26/17 03:31 PM
704,AQM Budhanilkantha,,0.99,07/26/17 03:21 PM
705,AQM Budhanilkantha,1,1.69,07/26/17 03:01 PM
706,AQM Budhanilkantha,3,3.1,07/26/17 02:51 PM
707,AQM Budhanilkantha,3,3.1,07/26/17 02:41 PM
708,AQM Budhanilkantha,3,3.1,07/26/17 02:31 PM
709,AQM Budhanilkantha,1,1.69,07/26/17 02:21 PM
710,AQM Budhanilkantha,1,1.69,07/26/17 02:11 PM
711,AQM Budhanilkantha,1,1.69,07/26/17 02:01 PM
712,AQM Budhanilkantha,,0.99,07/26/17 01:51 PM
713,AQM Budhanilkantha,,0.99,07/26/17 01:41 PM
714,AQM Budhanilkantha,,0.99,07/26/17 01:31 PM
715,AQM Budhanilkantha,,0.99,07/26/17 01:21 PM
716,AQM Budhanilkantha,1,1.69,07/26/17 01:11 PM
717,AQM Budhanilkantha,3,3.1,07/26/17 01:01 PM
718,AQM Budhanilkantha,,0.99,07/26/17 12:51 PM
719,AQM Budhanilkantha,,0.99,07/26/17 12:41 PM
720,AQM Budhanilkantha,,0.99,07/26/17 12:31 PM
721,AQM Budhanilkantha,,0.99,07/26/17 12:21 PM
722,AQM Budhanilkantha,1,1.69,07/26/17 12:11 PM
723,AQM Budhanilkantha,1,1.69,07/26/17 12:01 PM
724,AQM Budhanilkantha,4,3.8,07/26/17 11:51 AM
725,AQM Budhanilkantha,3,3.1,07/26/17 11:41 AM
726,AQM Budhanilkantha,4,3.8,07/26/17 11:31 AM
727,AQM Budhanilkantha,3,3.1,07/26/17 11:21 AM
728,AQM Budhanilkantha,1,1.69,07/26/17 11:11 AM
729,AQM Budhanilkantha,3,3.1,07/26/17 11:01 AM
730,AQM Budhanilkantha,1,1.69,07/26/17 10:51 AM
731,AQM Budhanilkantha,8,6.62,07/26/17 10:41 AM
732,AQM Budhanilkantha,9,7.32,07/26/17 10:31 AM
733,AQM Budhanilkantha,4,3.8,07/26/17 10:21 AM
734,AQM Budhanilkantha,6,5.21,07/26/17 10:11 AM
735,AQM Budhanilkantha,3,3.1,07/26/17 10:01 AM
736,AQM Budhanilkantha,4,3.8,07/26/17 09:51 AM
737,AQM Budhanilkantha,6,5.21,07/26/17 09:41 AM
738,AQM Budhanilkantha,11,8.73,07/26/17 09:31 AM
739,AQM Budhanilkantha,18,13.66,07/26/17 09:21 AM
740,AQM Budhanilkantha,18,13.66,07/26/17 09:11 AM
741,AQM Budhanilkantha,24,17.89,07/26/17 09:01 AM
742,AQM Budhanilkantha,33,24.23,07/26/17 08:51 AM
743,AQM Budhanilkantha,27,20,07/26/17 08:41 AM
744,AQM Budhanilkantha,25,18.59,07/26/17 08:31 AM
745,AQM Budhanilkantha,21,15.78,07/26/17 08:21 AM
746,AQM Budhanilkantha,19,14.37,07/26/17 08:11 AM
747,AQM Budhanilkantha,20,15.07,07/26/17 08:01 AM
748,AQM Budhanilkantha,20,15.07,07/26/17 07:51 AM
749,AQM Budhanilkantha,14,10.85,07/26/17 07:41 AM
750,AQM Budhanilkantha,14,10.85,07/26/17 07:31 AM
751,AQM Budhanilkantha,12,9.44,07/26/17 07:21 AM
752,AQM Budhanilkantha,13,10.14,07/26/17 07:11 AM
753,AQM Budhanilkantha,16,12.25,07/26/17 07:01 AM
754,AQM Budhanilkantha,25,18.59,07/26/17 06:51 AM
755,AQM Budhanilkantha,35,25.63,07/26/17 06:41 AM
756,AQM Budhanilkantha,28,20.7,07/26/17 06:31 AM
757,AQM Budhanilkantha,26,19.3,07/26/17 06:21 AM
758,AQM Budhanilkantha,11,8.73,07/26/17 06:11 AM
759,AQM Budhanilkantha,13,10.14,07/26/17 06:01 AM
760,AQM Budhanilkantha,10,8.03,07/26/17 05:51 AM
761,AQM Budhanilkantha,9,7.32,07/26/17 05:41 AM
762,AQM Budhanilkantha,6,5.21,07/26/17 05:31 AM
763,AQM Budhanilkantha,4,3.8,07/26/17 05:21 AM
764,AQM Budhanilkantha,3,3.1,07/26/17 05:11 AM
765,AQM Budhanilkantha,1,1.69,07/26/17 05:01 AM
766,AQM Budhanilkantha,3,3.1,07/26/17 04:51 AM
767,AQM Budhanilkantha,1,1.69,07/26/17 04:41 AM
768,AQM Budhanilkantha,1,1.69,07/26/17 04:31 AM
769,AQM Budhanilkantha,1,1.69,07/26/17 04:21 AM
770,AQM Budhanilkantha,,0.99,07/26/17 04:11 AM
771,AQM Budhanilkantha,1,1.69,07/26/17 04:01 AM
772,AQM Budhanilkantha,1,1.69,07/26/17 03:51 AM
773,AQM Budhanilkantha,3,3.1,07/26/17 03:41 AM
774,AQM Budhanilkantha,3,3.1,07/26/17 03:31 AM
775,AQM Budhanilkantha,3,3.1,07/26/17 03:21 AM
776,AQM Budhanilkantha,4,3.8,07/26/17 03:11 AM
777,AQM Budhanilkantha,3,3.1,07/26/17 03:01 AM
778,AQM Budhanilkantha,3,3.1,07/26/17 02:51 AM
779,AQM Budhanilkantha,4,3.8,07/26/17 02:41 AM
780,AQM Budhanilkantha,3,3.1,07/26/17 02:31 AM
781,AQM Budhanilkantha,3,3.1,07/26/17 02:21 AM
782,AQM Budhanilkantha,3,3.1,07/26/17 02:11 AM
783,AQM Budhanilkantha,3,3.1,07/26/17 02:01 AM
784,AQM Budhanilkantha,3,3.1,07/26/17 01:51 AM
785,AQM Budhanilkantha,3,3.1,07/26/17 01:41 AM
786,AQM Budhanilkantha,3,3.1,07/26/17 01:31 AM
787,AQM Budhanilkantha,4,3.8,07/26/17 01:21 AM
788,AQM Budhanilkantha,4,3.8,07/26/17 01:11 AM
789,AQM Budhanilkantha,4,3.8,07/26/17 01:01 AM
790,AQM Budhanilkantha,3,3.1,07/26/17 12:51 AM
791,AQM Budhanilkantha,3,3.1,07/26/17 12:41 AM
792,AQM Budhanilkantha,6,5.21,07/26/17 12:31 AM
793,AQM Budhanilkantha,3,3.1,07/26/17 12:21 AM
794,AQM Budhanilkantha,4,3.8,07/26/17 12:11 AM
795,AQM Budhanilkantha,3,3.1,07/26/17 12:01 AM
796,AQM Budhanilkantha,3,3.1,07/25/17 11:51 PM
797,AQM Budhanilkantha,3,3.1,07/25/17 11:41 PM
798,AQM Budhanilkantha,3,3.1,07/25/17 11:31 PM
799,AQM Budhanilkantha,1,1.69,07/25/17 11:21 PM
800,AQM Budhanilkantha,4,3.8,07/25/17 11:11 PM
801,AQM Budhanilkantha,3,3.1,07/25/17 11:01 PM
802,AQM Budhanilkantha,4,3.8,07/25/17 10:51 PM
803,AQM Budhanilkantha,4,3.8,07/25/17 10:41 PM
804,AQM Budhanilkantha,4,3.8,07/25/17 10:31 PM
805,AQM Budhanilkantha,7,5.92,07/25/17 10:21 PM
806,AQM Budhanilkantha,8,6.62,07/25/17 10:11 PM
807,AQM Budhanilkantha,8,6.62,07/25/17 10:01 PM
808,AQM Budhanilkantha,8,6.62,07/25/17 09:51 PM
809,AQM Budhanilkantha,8,6.62,07/25/17 09:41 PM
810,AQM Budhanilkantha,7,5.92,07/25/17 09:31 PM
811,AQM Budhanilkantha,10,8.03,07/25/17 09:21 PM
812,AQM Budhanilkantha,6,5.21,07/25/17 09:11 PM
813,AQM Budhanilkantha,7,5.92,07/25/17 09:01 PM
814,AQM Budhanilkantha,9,7.32,07/25/17 08:51 PM
815,AQM Budhanilkantha,8,6.62,07/25/17 08:41 PM
816,AQM Budhanilkantha,10,8.03,07/25/17 08:31 PM
817,AQM Budhanilkantha,10,8.03,07/25/17 08:21 PM
818,AQM Budhanilkantha,11,8.73,07/25/17 08:11 PM
819,AQM Budhanilkantha,19,14.37,07/25/17 08:01 PM
820,AQM Budhanilkantha,12,9.44,07/25/17 07:51 PM
821,AQM Budhanilkantha,9,7.32,07/25/17 07:41 PM
822,AQM Budhanilkantha,9,7.32,07/25/17 07:31 PM
823,AQM Budhanilkantha,6,5.21,07/25/17 07:21 PM
824,AQM Budhanilkantha,6,5.21,07/25/17 07:11 PM
825,AQM Budhanilkantha,6,5.21,07/25/17 07:01 PM
826,AQM Budhanilkantha,4,3.8,07/25/17 06:51 PM
827,AQM Budhanilkantha,7,5.92,07/25/17 06:41 PM
828,AQM Budhanilkantha,6,5.21,07/25/17 06:31 PM
829,AQM Budhanilkantha,6,5.21,07/25/17 06:21 PM
830,AQM Budhanilkantha,9,7.32,07/25/17 06:11 PM
831,AQM Budhanilkantha,7,5.92,07/25/17 06:01 PM
832,AQM Budhanilkantha,11,8.73,07/25/17 05:51 PM
833,AQM Budhanilkantha,10,8.03,07/25/17 05:41 PM
834,AQM Budhanilkantha,10,8.03,07/25/17 05:31 PM
835,AQM Budhanilkantha,8,6.62,07/25/17 05:21 PM
836,AQM Budhanilkantha,6,5.21,07/25/17 05:11 PM
837,AQM Budhanilkantha,6,5.21,07/25/17 05:01 PM
838,AQM Budhanilkantha,7,5.92,07/25/17 04:51 PM
839,AQM Budhanilkantha,6,5.21,07/25/17 04:41 PM
840,AQM Budhanilkantha,7,5.92,07/25/17 04:31 PM
841,AQM Budhanilkantha,14,10.85,07/25/17 04:21 PM
842,AQM Budhanilkantha,7,5.92,07/25/17 04:11 PM
843,AQM Budhanilkantha,8,6.62,07/25/17 04:01 PM
844,AQM Budhanilkantha,8,6.62,07/25/17 03:51 PM
845,AQM Budhanilkantha,4,3.8,07/25/17 03:41 PM
846,AQM Budhanilkantha,3,3.1,07/25/17 03:31 PM
